Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
IQ17s0_TRNSFER,1,-0.742978660078,-0.816832853518,-0.669124466638,-19.71738295687,0.000000000000,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and TRANSFER FROM ANOTHER ACUTE CARE HOSPITAL,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_BLD003,1,-0.113670379584,-0.202033676491,-0.025307082677,-2.521293997542,0.011692411568,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Aplastic anemia,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_CIR003,1,0.270715910779,0.133264988063,0.408166833495,3.860239165249,0.000113276100,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Nonrheumatic and unspecified valve disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_CIR007,1,0.133630817340,0.073046979469,0.194214655211,4.323126404902,0.000015383353,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Essential hypertension,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_CIR008,1,0.173124840616,0.105102284817,0.241147396414,4.988322600550,0.000000609058,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Hypertension with complications and secondary hypertension,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_CIR009,1,-0.245909460082,-0.379462432878,-0.112356487286,-3.608857782250,0.000307548144,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Acute myocardial infarction,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_CIR013,1,-0.195795553410,-0.498935676589,0.107344569769,-1.265923590029,0.205540439795,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Acute pulmonary embolism,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_CIR016,1,0.020264951757,-0.119509995236,0.160039898751,0.284160906135,0.776287073421,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Conduction disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_CIR017,1,-0.078506361839,-0.155653747839,-0.001358975838,-1.994489375946,0.046098599862,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Cardiac dysrhythmias,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_CIR019,1,-0.170611177358,-0.274457788896,-0.066764565820,-3.220054636626,0.001281661671,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Heart failure,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_CIR020,1,0.712711045764,0.491130872429,0.934291219099,6.304210164915,0.000000000290,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Cerebral infarction,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_CIR021,1,-0.751004104528,-1.261787542376,-0.240220666680,-2.881732037590,0.003954959145,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Acute hemorrhagic cerebrovascular disease,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_CIR031,1,0.494083802680,0.368293410936,0.619874194424,7.698413568577,0.000000000000,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Hypotension,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_DIG004,1,0.047497827940,-0.034532760167,0.129528416047,1.134869738897,0.256429900750,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Esophageal disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_END002,1,0.129645400925,0.029749133875,0.229541667974,2.543641760382,0.010970353177,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Diabetes mellitus without complication,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_END007,1,0.299936739690,0.076722134824,0.523151344556,2.633632363736,0.008447690151,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Nutritional deficiencies,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_END008,1,-0.740397963914,-0.871086061914,-0.609709865914,-11.10394416708,0.000000000000,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Malnutrition,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_END010,1,0.180750159921,0.119651085629,0.241849234214,5.798186105919,0.000000006704,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Disorders of lipid metabolism,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_END011,1,-0.124569863909,-0.186520921796,-0.062618806023,-3.941053714817,0.000081124456,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Fluid and electrolyte disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_END016,1,-0.100156338984,-0.189881569582,-0.010431108386,-2.187821819161,0.028682583887,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Other specified and unspecified nutritional and metabolic disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_EYE005,1,0.062391438938,-0.179073587608,0.303856465484,0.506429336833,0.612555284180,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Retinal and vitreous conditions,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_EYE006,1,-1.032662926612,-1.285029161439,-0.780296691785,-8.020019578760,0.000000000000,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Neuro-ophthalmology,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_EYE010,1,-0.498933961113,-0.668034896993,-0.329833025232,-5.782892858362,0.000000007343,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Blindness and vision defects,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_FAC009,1,0.198307211204,0.120594841466,0.276019580942,5.001455921938,0.000000568990,Gee,"Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Implant, device or graft related encounter",v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_FAC022,1,0.062444036059,-0.048908385824,0.173796457943,1.099105521507,0.271722041810,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Acquired absence of limb or organ,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_FAC026,1,0.114464239334,0.032947349164,0.195981129503,2.752138681249,0.005920744195,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Personal history of nicotine dependence,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_GEN002,1,0.206783787402,0.114117606641,0.299449968162,4.373642817322,0.000012219024,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Acute and unspecified renal failure,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_GEN004,1,-0.256164204129,-0.382085132023,-0.130243276235,-3.987205483768,0.000066856119,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Urinary tract infections,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_INF003,1,-0.189865744609,-0.310009611995,-0.069721877222,-3.097370089915,0.001952459522,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Bacterial infections,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_MAL001,1,0.147643681837,-0.050433548073,0.345720911747,1.460926624818,0.144035579005,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Cardiac and circulatory congenital anomalies,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_MBD002,1,-0.034476024692,-0.136238633234,0.067286583850,-0.664013704986,0.506681539516,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Depressive disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_MBD021,1,0.137532728062,-0.019262651044,0.294328107169,1.719178174982,0.085581933584,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Stimulant-related disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_MBD024,1,0.193284615344,0.116510065665,0.270059165022,4.934328972647,0.000000804268,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Tobacco-related disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_MUS006,1,0.058342638364,-0.077918340991,0.194603617720,0.839194540492,0.401360150459,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Osteoarthritis,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_MUS026,1,-0.488834922758,-0.714741997361,-0.262927848155,-4.241119250802,0.000022240792,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Muscle disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_NEO022,1,-0.405741787884,-0.773304024437,-0.038179551332,-2.163550039131,0.030498899424,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Respiratory cancers,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_NEO070,1,-0.580697588138,-0.808548841843,-0.352846334434,-4.995128796336,0.000000587965,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Secondary malignancies,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_NVS008,1,-0.621041432779,-0.706138324667,-0.535944540891,-14.30391656082,0.000000000000,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Paralysis (other than cerebral palsy),v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_NVS009,1,-0.154784356806,-0.236737436676,-0.072831276937,-3.701773810021,0.000214097443,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Epilepsy; convulsions,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_NVS011,1,-0.234760856956,-0.351757725848,-0.117763988063,-3.932778962111,0.000083969445,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Neurocognitive disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_NVS013,1,-0.294573499495,-0.413766595637,-0.175380403352,-4.843849757201,0.000001273472,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Coma; stupor; and brain damage,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_NVS015,1,0.085214338360,-0.107582185122,0.278010861841,0.866286544670,0.386333043178,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Polyneuropathies,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_NVS016,1,-0.163711614584,-0.270299013573,-0.057124215595,-3.010382760802,0.002609186551,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Sleep wake disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_NVS020,1,0.053658197881,-0.014930294432,0.122246690195,1.533320412448,0.125196927576,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Other nervous system disorders (neither hereditary nor degenerative),v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_RSP002,1,-0.307993241238,-0.447072855700,-0.168913626776,-4.340360466516,0.000014224917,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Pneumonia (except that caused by tuberculosis),v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_RSP009,1,0.104830297760,-0.040897215294,0.250557810815,1.409916382925,0.158564374562,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Asthma,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_RSP010,1,-0.355719017491,-0.472893009373,-0.238545025609,-5.950095679947,0.000000002680,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Aspiration pneumonitis,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_RSP011,1,-0.480158503772,-0.637359155988,-0.322957851556,-5.986574234890,0.000000002143,Gee,"Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Pleurisy, pleural effusion and pulmonary collapse",v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_RSP012,1,-0.059277223068,-0.126512015205,0.007957569069,-1.727992585741,0.083989553645,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Respiratory failure; insufficiency; arrest,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_RSP016,1,-0.038631228356,-0.211785059736,0.134522603024,-0.437274853539,0.661912029857,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Other specified and unspecified lower respiratory disease,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_SKN003,1,-0.386795253110,-0.631870348167,-0.141720158053,-3.093357019045,0.001979058922,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Pressure ulcer of skin,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_SYM005,1,-0.810457455675,-0.940213652169,-0.680701259181,-12.24193885955,0.000000000000,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Dysphagia,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_SYM012,1,0.250099632659,0.131486411278,0.368712854041,4.132644462822,0.000035861323,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Circulatory signs and symptoms,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_SYM016,1,-0.031901613233,-0.151787562366,0.087984335900,-0.521545797801,0.601986610501,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Other general signs and symptoms,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_SYM017,1,0.228421577196,0.147434249284,0.309408905109,5.528001431067,0.000000032390,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Abnormal findings without diagnosis,v2025,"HCUP 2020, 2021, 2022"
IQ17s0_d_DXCCSR_SYM018,1,0.110278337716,-0.129495463981,0.350052139413,0.901439476157,0.367354700215,Gee,Interaction between IQ17 Subarachnoid Hemorrhage Diagnosis Stratum and Prediabetes,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_Age_40_44,1,0.208499997808,0.098360155994,0.318639839622,3.710305732697,0.000207009098,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and 40 <= Age <= 44,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_Age_50_54,1,0.089844843217,0.019145670237,0.160544016197,2.490731496271,0.012748041828,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and 50 <= Age <= 54,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_Age_60_64,1,0.011192053024,-0.039536881151,0.061920987200,0.432416355616,0.665438832948,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and 60 <= Age <= 64,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_Age_70_74,1,-0.027440314644,-0.073828657214,0.018948027926,-1.159386721888,0.246298586677,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and 70 <= Age <= 74,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_Age_85_89,1,-0.157827232736,-0.211488399780,-0.104166065692,-5.764609847009,0.000000008185,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and 85 <= Age <= 89,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_Age_90Plus,1,-0.363948506325,-0.428599378443,-0.299297634207,-11.03350877192,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Age >= 90,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_COVIDDX,1,-0.163030530680,-0.246671752084,-0.079389309276,-3.820292950631,0.000133293261,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and COVID-19 Diagnosis,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_DNR,1,0.356660961127,0.311292796582,0.402029125672,15.408219519336,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Do not resuscitate flag,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_MALE,1,-0.112480658560,-0.143687744630,-0.081273572491,-7.064358371808,0.000000000002,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Patient Sex Flag: 1=Male / 0=Female,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_Q1,1,0.075366247301,0.021933227380,0.128799267222,2.764491518137,0.005701158934,Gee,"Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Quarter 1, 2020",v2025,"HCUP 2020, 2021, 2022"
IQ17s1_Q10,1,0.027064656493,-0.028784975230,0.082914288216,0.949795913495,0.342215962719,Gee,"Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Quarter 2, 2022",v2025,"HCUP 2020, 2021, 2022"
IQ17s1_Q2,1,0.116671476392,0.057243026961,0.176099925822,3.847852231416,0.000119157886,Gee,"Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Quarter 2, 2020",v2025,"HCUP 2020, 2021, 2022"
IQ17s1_Q6,1,0.063625606957,0.007138086556,0.120113127358,2.207636257430,0.027269639543,Gee,"Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Quarter 2, 2021",v2025,"HCUP 2020, 2021, 2022"
IQ17s1_TRNSFER,1,-0.656284615829,-0.704051294860,-0.608517936799,-26.92869248467,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and TRANSFER FROM ANOTHER ACUTE CARE HOSPITAL,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_BLD003,1,-0.035925771089,-0.081976698006,0.010125155827,-1.529029319629,0.126257175616,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Aplastic anemia,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_CIR003,1,0.155651538626,0.088053925081,0.223249152171,4.513050000546,0.000006390195,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Nonrheumatic and unspecified valve disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_CIR007,1,0.111580023342,0.073064981949,0.150095064735,5.678114815221,0.000000013619,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Essential hypertension,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_CIR008,1,0.172743610721,0.129448717200,0.216038504242,7.820119834859,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Hypertension with complications and secondary hypertension,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_CIR009,1,-0.336132485206,-0.422531984282,-0.249732986131,-7.625131766822,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Acute myocardial infarction,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_CIR013,1,-0.461405540363,-0.613169694848,-0.309641385877,-5.958839519395,0.000000002540,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Acute pulmonary embolism,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_CIR016,1,-0.060574360177,-0.122003880943,0.000855160589,-1.932679318565,0.053275714459,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Conduction disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_CIR017,1,-0.117000233395,-0.153722977671,-0.080277489118,-6.244529055583,0.000000000425,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Cardiac dysrhythmias,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_CIR019,1,-0.261096991365,-0.312806930720,-0.209387052010,-9.896370135644,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Heart failure,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_CIR020,1,0.622283154720,0.408845306735,0.835721002706,5.714321911269,0.000000011014,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Cerebral infarction,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_CIR021,1,-0.831436871815,-1.024972910532,-0.637900833098,-8.420066541509,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Acute hemorrhagic cerebrovascular disease,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_CIR031,1,0.376461526445,0.296808233962,0.456114818929,9.263283542874,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Hypotension,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_DIG004,1,0.048755674131,0.000424924319,0.097086423943,1.977196002767,0.048019479272,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Esophageal disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_END002,1,0.072819593999,0.025805780559,0.119833407440,3.035783978433,0.002399111826,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Diabetes mellitus without complication,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_END007,1,0.115487508855,0.002577130460,0.228397887250,2.004699313193,0.044995201999,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Nutritional deficiencies,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_END008,1,-0.601937154448,-0.673576375565,-0.530297933331,-16.46828546269,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Malnutrition,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_END010,1,0.140402102400,0.107027622755,0.173776582045,8.245313993981,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Disorders of lipid metabolism,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_END011,1,-0.189631705420,-0.226552360238,-0.152711050601,-10.06675842495,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Fluid and electrolyte disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_END016,1,-0.039231611188,-0.100090463279,0.021627240903,-1.263457037738,0.206424977044,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Other specified and unspecified nutritional and metabolic disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_EYE005,1,0.281481652450,0.164905244646,0.398058060254,4.732466126746,0.000002218083,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Retinal and vitreous conditions,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_EYE006,1,-0.624289084067,-0.788684297404,-0.459893870730,-7.442942503468,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Neuro-ophthalmology,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_EYE010,1,-0.327416069012,-0.402477067142,-0.252355070881,-8.549362774317,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Blindness and vision defects,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_FAC009,1,0.098915412445,0.056404823691,0.141426001200,4.560526014554,0.000005102564,Gee,"Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Implant, device or graft related encounter",v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_FAC022,1,0.063951939910,0.003389271522,0.124514608299,2.069649543200,0.038485174983,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Acquired absence of limb or organ,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_FAC026,1,0.133424415376,0.091852610939,0.174996219813,6.290490690414,0.000000000316,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Personal history of nicotine dependence,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_GEN002,1,-0.107375938590,-0.151028921126,-0.063722956054,-4.821044524673,0.000001428085,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Acute and unspecified renal failure,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_GEN004,1,-0.243064614087,-0.310843099403,-0.175286128771,-7.028747947132,0.000000000002,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Urinary tract infections,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_INF003,1,-0.200225523935,-0.274853233085,-0.125597814784,-5.258567094743,0.000000145182,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Bacterial infections,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_MAL001,1,0.041148157701,-0.075027280850,0.157323596252,0.694199291432,0.487557236919,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Cardiac and circulatory congenital anomalies,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_MBD002,1,0.046136133465,-0.008519923885,0.100792190814,1.654439861969,0.098038172838,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Depressive disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_MBD021,1,0.100221661114,0.005011049930,0.195432272298,2.063119265928,0.039101298148,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Stimulant-related disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_MBD024,1,0.205495187706,0.153822460431,0.257167914981,7.794501822169,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Tobacco-related disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_MUS006,1,0.078211861074,0.010398564172,0.146025157976,2.260506978296,0.023789803825,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Osteoarthritis,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_MUS026,1,-0.289661959072,-0.398208623622,-0.181115294522,-5.230257510216,0.000000169274,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Muscle disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_NEO022,1,-0.394817899937,-0.538210174376,-0.251425625499,-5.396586861886,0.000000067921,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Respiratory cancers,v2025,"HCUP 2020, 2021, 2022"
